company_id,fiscal_year,fiscal_period,reporting_currency,net_income,income_scale,ebitda,fcf,fcf_scale,net_debt,net_debt_scale,diluted_shares_thousands,source_eps,share_source_method,source_url,source_retrieved_at
entegris,2024,December,USD,292.8,Million,931.1,316.1,Million,3652,Million,150998,1.93,published diluted share count,https://www.marketscreener.com/quote/stock/ENTEGRIS-INC-9185/finances/,2026-09-03
entegris,2025,December,USD,235.6,Million,886.2,396.2,Million,3368,Million,151600,1.55,published diluted share count,https://www.marketscreener.com/quote/stock/ENTEGRIS-INC-9185/finances/,2026-09-03
entegris,2026,December,USD,412,Million,1023,530.2,Million,2932,Million,152800,2.731,published diluted share count,https://www.marketscreener.com/quote/stock/ENTEGRIS-INC-9185/finances/,2026-09-03
entegris,2027,December,USD,533.7,Million,1220,618.2,Million,2378,Million,152800,3.864,published diluted share count,https://www.marketscreener.com/quote/stock/ENTEGRIS-INC-9185/finances/,2026-09-03
entegris,2028,December,USD,649.5,Million,1415,716.4,Million,1692,Million,152800,4.91,published diluted share count,https://www.marketscreener.com/quote/stock/ENTEGRIS-INC-9185/finances/,2026-09-03
macom,2024,October,USD,76.86,Million,203.1,140.2,Million,310,Million,72191,1.04,published diluted share count,https://www.marketscreener.com/quote/stock/MACOM-TECHNOLOGY-SOLUTION-10190273/finances/,2026-09-03
macom,2025,October,USD,-54.21,Million,274.8,192.8,Million,388,Million,74471,-0.73,published diluted share count,https://www.marketscreener.com/quote/stock/MACOM-TECHNOLOGY-SOLUTION-10190273/finances/,2026-09-03
macom,2026,October,USD,317.9,Million,467,211,Million,146,Million,76371,4.11,published diluted share count,https://www.marketscreener.com/quote/stock/MACOM-TECHNOLOGY-SOLUTION-10190273/finances/,2026-09-03
macom,2027,October,USD,535.2,Million,687.5,551.8,Million,-345,Million,76371,6.802,published diluted share count,https://www.marketscreener.com/quote/stock/MACOM-TECHNOLOGY-SOLUTION-10190273/finances/,2026-09-03
macom,2028,October,USD,647.5,Million,868.2,641.9,Million,-989,Million,76371,8.298,published diluted share count,https://www.marketscreener.com/quote/stock/MACOM-TECHNOLOGY-SOLUTION-10190273/finances/,2026-09-03
jcet,2024,December,CNY,1610,Million,5198,1243,Million,3195,Million,1789415,0.9,published diluted share count,https://www.marketscreener.com/quote/stock/JCET-GROUP-CO-LTD-6497475/finances/,2026-09-03
jcet,2025,December,CNY,1570,Million,6048,-1594,Million,6320,Million,1789415,0.87,published diluted share count,https://www.marketscreener.com/quote/stock/JCET-GROUP-CO-LTD-6497475/finances/,2026-09-03
jcet,2026,December,CNY,2341,Million,7177,-1822,Million,8057,Million,1789415,1.299,published diluted share count,https://www.marketscreener.com/quote/stock/JCET-GROUP-CO-LTD-6497475/finances/,2026-09-03
jcet,2027,December,CNY,3075,Million,8549,170,Million,9019,Million,1789415,1.728,published diluted share count,https://www.marketscreener.com/quote/stock/JCET-GROUP-CO-LTD-6497475/finances/,2026-09-03
jcet,2028,December,CNY,3862,Million,9912,977,Million,7059,Million,1789415,2.187,published diluted share count,https://www.marketscreener.com/quote/stock/JCET-GROUP-CO-LTD-6497475/finances/,2026-09-03
hwatsing,2024,December,CNY,1020,Million,835.1,,Million,-2259,Million,493443,2.066,published diluted share count,https://www.marketscreener.com/quote/stock/HWATSING-TECHNOLOGY-CO-LT-157247438/finances/,2026-09-03
hwatsing,2025,December,CNY,1084,Million,1034,577.6,Million,-1571,Million,494043,2.193,published diluted share count,https://www.marketscreener.com/quote/stock/HWATSING-TECHNOLOGY-CO-LT-157247438/finances/,2026-09-03
hwatsing,2026,December,CNY,1458,Million,1714,1439,Million,-3503,Million,495327,3.36,published diluted share count,https://www.marketscreener.com/quote/stock/HWATSING-TECHNOLOGY-CO-LT-157247438/finances/,2026-09-03
hwatsing,2027,December,CNY,1898,Million,2258,1133,Million,-4280,Million,495327,4.133,published diluted share count,https://www.marketscreener.com/quote/stock/HWATSING-TECHNOLOGY-CO-LT-157247438/finances/,2026-09-03
hwatsing,2028,December,CNY,2499,Million,2956,1752,Million,-5747,Million,495327,5.415,published diluted share count,https://www.marketscreener.com/quote/stock/HWATSING-TECHNOLOGY-CO-LT-157247438/finances/,2026-09-03
resonac,2024,December,JPY,55422,Million,190700,66821,Million,729050,Million,180688,306.6,published diluted share count,https://www.marketscreener.com/quote/stock/RESONAC-HOLDINGS-CORPORAT-39027730/finances/,2026-09-03
resonac,2025,December,JPY,29031,Million,140930,43163,Million,684650,Million,180946,160.5,published diluted share count,https://www.marketscreener.com/quote/stock/RESONAC-HOLDINGS-CORPORAT-39027730/finances/,2026-09-03
resonac,2026,December,JPY,104011,Million,262986,164100,Million,604068,Million,189707,557.3,published diluted share count,https://www.marketscreener.com/quote/stock/RESONAC-HOLDINGS-CORPORAT-39027730/finances/,2026-09-03
resonac,2027,December,JPY,151396,Million,328205,111243,Million,565563,Million,189707,807.6,published diluted share count,https://www.marketscreener.com/quote/stock/RESONAC-HOLDINGS-CORPORAT-39027730/finances/,2026-09-03
resonac,2028,December,JPY,179608,Million,373924,119578,Million,426511,Million,189707,965.6,published diluted share count,https://www.marketscreener.com/quote/stock/RESONAC-HOLDINGS-CORPORAT-39027730/finances/,2026-09-03
skyverse,2024,December,CNY,-11.53,Million,38.22,-578.2,Million,,,320000,-0.04,published diluted share count,https://www.marketscreener.com/quote/stock/SKYVERSE-TECHNOLOGY-CO-LT-159356780/finances/,2026-09-03
skyverse,2025,December,CNY,57.71,Million,80.68,,Million,,,350163,0.18,published diluted share count,https://www.marketscreener.com/quote/stock/SKYVERSE-TECHNOLOGY-CO-LT-159356780/finances/,2026-09-03
skyverse,2026,December,CNY,398.3,Million,425.6,,Million,,,352052,1.14,published diluted share count,https://www.marketscreener.com/quote/stock/SKYVERSE-TECHNOLOGY-CO-LT-159356780/finances/,2026-09-03
skyverse,2027,December,CNY,703.7,Million,761.7,,Million,,,352052,2.01,published diluted share count,https://www.marketscreener.com/quote/stock/SKYVERSE-TECHNOLOGY-CO-LT-159356780/finances/,2026-09-03
skyverse,2028,December,CNY,1103,Million,1158,,Million,,,352052,3.15,published diluted share count,https://www.marketscreener.com/quote/stock/SKYVERSE-TECHNOLOGY-CO-LT-159356780/finances/,2026-09-03
lasertec,2024,June,JPY,59076,Million,86101,29746,Million,-38152,Million,90187,655,published diluted share count,https://www.marketscreener.com/quote/stock/LASERTEC-CORPORATION-11551536/finances/,2026-09-03
lasertec,2025,June,JPY,84652,Million,127519,75454,Million,-86087,Million,90190,938.6,published diluted share count,https://www.marketscreener.com/quote/stock/LASERTEC-CORPORATION-11551536/finances/,2026-09-03
lasertec,2026,June,JPY,77485,Million,109933,46657,Million,-91503,Million,89631,863,published diluted share count,https://www.marketscreener.com/quote/stock/LASERTEC-CORPORATION-11551536/finances/,2026-09-03
lasertec,2027,June,JPY,99377,Million,143164,,Million,-127992,Million,89631,1115,published diluted share count,https://www.marketscreener.com/quote/stock/LASERTEC-CORPORATION-11551536/finances/,2026-09-03
lasertec,2028,June,JPY,132472,Million,184249,88805,Million,-179963,Million,89631,1476,published diluted share count,https://www.marketscreener.com/quote/stock/LASERTEC-CORPORATION-11551536/finances/,2026-09-03
besi,2024,December,EUR,182,Million,224.2,169.6,Million,-144,Million,79720,2.3,published diluted share count,https://www.marketscreener.com/quote/stock/BE-SEMICONDUCTOR-INDUSTRI-6318/finances/,2026-09-03
besi,2025,December,EUR,131.6,Million,206.8,162.3,Million,-36,Million,78837,1.66,published diluted share count,https://www.marketscreener.com/quote/stock/BE-SEMICONDUCTOR-INDUSTRI-6318/finances/,2026-09-03
besi,2026,December,EUR,341.7,Million,460.5,301.8,Million,-222,Million,80822,4.303,published diluted share count,https://www.marketscreener.com/quote/stock/BE-SEMICONDUCTOR-INDUSTRI-6318/finances/,2026-09-03
besi,2027,December,EUR,515.4,Million,672.4,434.7,Million,-380,Million,80822,6.518,published diluted share count,https://www.marketscreener.com/quote/stock/BE-SEMICONDUCTOR-INDUSTRI-6318/finances/,2026-09-03
besi,2028,December,EUR,693.5,Million,884.2,651.8,Million,-580,Million,80822,8.78,published diluted share count,https://www.marketscreener.com/quote/stock/BE-SEMICONDUCTOR-INDUSTRI-6318/finances/,2026-09-03
mks,2024,December,USD,190,Million,914,410,Million,3824,Million,67299,2.81,published diluted share count,https://www.marketscreener.com/quote/stock/MKS-INC-10037/finances/,2026-09-03
mks,2025,December,USD,295,Million,966,497,Million,3526,Million,67169,4.37,published diluted share count,https://www.marketscreener.com/quote/stock/MKS-INC-10037/finances/,2026-09-03
mks,2026,December,USD,689.4,Million,1424,620.9,Million,3094,Million,67618,9.431,published diluted share count,https://www.marketscreener.com/quote/stock/MKS-INC-10037/finances/,2026-09-03
mks,2027,December,USD,1042,Million,1829,897.2,Million,2170,Million,67618,14.27,published diluted share count,https://www.marketscreener.com/quote/stock/MKS-INC-10037/finances/,2026-09-03
mks,2028,December,USD,1338,Million,1995,1155,Million,885,Million,67618,17.71,published diluted share count,https://www.marketscreener.com/quote/stock/MKS-INC-10037/finances/,2026-09-03
sitime,2024,December,USD,-93.6,Million,30.63,-13.03,Million,-419,Million,23362,-4.05,published diluted share count,https://www.marketscreener.com/quote/stock/SITIME-CORPORATION-5257722/finances/,2026-09-03
sitime,2025,December,USD,-42.9,Million,98.75,35.13,Million,-808,Million,26101,-1.72,published diluted share count,https://www.marketscreener.com/quote/stock/SITIME-CORPORATION-5257722/finances/,2026-09-03
sitime,2026,December,USD,113.6,Million,332.2,258,Million,833,Million,30071,3.942,published diluted share count,https://www.marketscreener.com/quote/stock/SITIME-CORPORATION-5257722/finances/,2026-09-03
sitime,2027,December,USD,243.9,Million,519.2,452,Million,360,Million,30071,7.884,published diluted share count,https://www.marketscreener.com/quote/stock/SITIME-CORPORATION-5257722/finances/,2026-09-03
sitime,2028,December,USD,480,Million,694.5,505.8,Million,-150,Million,30071,14.56,published diluted share count,https://www.marketscreener.com/quote/stock/SITIME-CORPORATION-5257722/finances/,2026-09-03
mpi,2024,December,TWD,2301,Million,3039,1879,Million,-2390,Million,94231,24.42,published diluted share count,https://www.marketscreener.com/quote/stock/MPI-CORPORATION-6495359/finances/,2026-09-03
mpi,2025,December,TWD,3177,Million,4566,-1843,Million,-2750,Million,94931,33.49,published diluted share count,https://www.marketscreener.com/quote/stock/MPI-CORPORATION-6495359/finances/,2026-09-03
mpi,2026,December,TWD,6698,Million,8701,883,Million,-3237,Million,97981,68.77,published diluted share count,https://www.marketscreener.com/quote/stock/MPI-CORPORATION-6495359/finances/,2026-09-03
mpi,2027,December,TWD,13248,Million,17102,6537,Million,-5150,Million,97981,136.7,published diluted share count,https://www.marketscreener.com/quote/stock/MPI-CORPORATION-6495359/finances/,2026-09-03
mpi,2028,December,TWD,24282,Million,29795,19663,Million,-13848,Million,97981,240.8,published diluted share count,https://www.marketscreener.com/quote/stock/MPI-CORPORATION-6495359/finances/,2026-09-03
onto,2024,January,USD,201.7,Million,329.6,213.8,Million,-852,Million,49391,4.06,published diluted share count,https://www.marketscreener.com/quote/stock/ONTO-INNOVATION-INC-10148/finances/,2026-09-03
onto,2025,January,USD,136.8,Million,276.4,299.8,Million,-640,Million,49653,2.78,published diluted share count,https://www.marketscreener.com/quote/stock/ONTO-INNOVATION-INC-10148/finances/,2026-09-03
onto,2026,January,USD,294.6,Million,483,236,Million,-1355,Million,49074,5.964,published diluted share count,https://www.marketscreener.com/quote/stock/ONTO-INNOVATION-INC-10148/finances/,2026-09-03
onto,2027,January,USD,477,Million,715.3,554.6,Million,-1884,Million,49074,10.02,published diluted share count,https://www.marketscreener.com/quote/stock/ONTO-INNOVATION-INC-10148/finances/,2026-09-03
onto,2028,January,USD,617.7,Million,853.3,591.6,Million,-2527,Million,49074,12.16,published diluted share count,https://www.marketscreener.com/quote/stock/ONTO-INNOVATION-INC-10148/finances/,2026-09-03
biwin,2024,December,CNY,175.7,Million,414.8,-435.8,Million,,,431240,0.39,published diluted share count,https://www.marketscreener.com/quote/stock/BIWIN-STORAGE-TECHNOLOGY--152654659/finances/,2026-09-03
biwin,2025,December,CNY,853,Million,1124,-3485,Million,,,465309,1.81,published diluted share count,https://www.marketscreener.com/quote/stock/BIWIN-STORAGE-TECHNOLOGY--152654659/finances/,2026-09-03
biwin,2026,December,CNY,7227,Million,5136,,Million,,,471567,15.35,published diluted share count,https://www.marketscreener.com/quote/stock/BIWIN-STORAGE-TECHNOLOGY--152654659/finances/,2026-09-03
biwin,2027,December,CNY,7505,Million,4939,,Million,,,471567,15.94,published diluted share count,https://www.marketscreener.com/quote/stock/BIWIN-STORAGE-TECHNOLOGY--152654659/finances/,2026-09-03
biwin,2028,December,CNY,7342,Million,,,Million,,,471567,15.59,published diluted share count,https://www.marketscreener.com/quote/stock/BIWIN-STORAGE-TECHNOLOGY--152654659/finances/,2026-09-03
lattice,2024,January,USD,61.13,Million,166.4,119.9,Million,-76.8,Million,137971,0.44,published diluted share count,https://www.marketscreener.com/quote/stock/LATTICE-SEMICONDUCTOR-COR-9914/finances/,2026-09-03
lattice,2025,January,USD,3.084,Million,183,132.6,Million,-134,Million,136786,0.02,published diluted share count,https://www.marketscreener.com/quote/stock/LATTICE-SEMICONDUCTOR-COR-9914/finances/,2026-09-03
lattice,2026,January,USD,111.4,Million,390.5,258.8,Million,378,Million,142030,0.785,published diluted share count,https://www.marketscreener.com/quote/stock/LATTICE-SEMICONDUCTOR-COR-9914/finances/,2026-09-03
lattice,2027,January,USD,266.9,Million,593.3,429,Million,-423,Million,142030,1.83,published diluted share count,https://www.marketscreener.com/quote/stock/LATTICE-SEMICONDUCTOR-COR-9914/finances/,2026-09-03
lattice,2028,January,USD,363.8,Million,734.2,576.9,Million,-1005,Million,142030,2.565,published diluted share count,https://www.marketscreener.com/quote/stock/LATTICE-SEMICONDUCTOR-COR-9914/finances/,2026-09-03
screen,2024,March,JPY,70579,Million,105001,56443,Million,-190096,Million,189693,371,published diluted share count,https://www.marketscreener.com/quote/stock/SCREEN-HOLDINGS-CO-LTD-6491440/finances/,2026-09-03
screen,2025,March,JPY,99467,Million,148514,49462,Million,-196155,Million,193494,511.8,published diluted share count,https://www.marketscreener.com/quote/stock/SCREEN-HOLDINGS-CO-LTD-6491440/finances/,2026-09-03
screen,2026,March,JPY,92003,Million,137097,64997,Million,-223769,Million,189084,486.6,published diluted share count,https://www.marketscreener.com/quote/stock/SCREEN-HOLDINGS-CO-LTD-6491440/finances/,2026-09-03
screen,2027,March,JPY,118131,Million,174573,52914,Million,-190074,Million,189132,623.7,published diluted share count,https://www.marketscreener.com/quote/stock/SCREEN-HOLDINGS-CO-LTD-6491440/finances/,2026-09-03
screen,2028,March,JPY,152969,Million,219830,104968,Million,-231855,Million,189132,804.9,published diluted share count,https://www.marketscreener.com/quote/stock/SCREEN-HOLDINGS-CO-LTD-6491440/finances/,2026-09-03
screen,2029,March,JPY,178079,Million,254121,142917,Million,-311054,Million,189132,943.2,published diluted share count,https://www.marketscreener.com/quote/stock/SCREEN-HOLDINGS-CO-LTD-6491440/finances/,2026-09-03
verisilicon,2024,December,CNY,-605.2,Million,-330.6,-489.6,Million,520,Million,500355,-1.21,published diluted share count,https://www.marketscreener.com/quote/stock/VERISILICON-MICROELECTRON-119082812/finances/,2026-09-03
verisilicon,2025,December,CNY,-527.8,Million,-247,-472.8,Million,-330,Million,525858,-1.03,published diluted share count,https://www.marketscreener.com/quote/stock/VERISILICON-MICROELECTRON-119082812/finances/,2026-09-03
verisilicon,2026,December,CNY,-691.5,Million,889.3,735.9,Million,-405,Million,525915,-1.315,published diluted share count,https://www.marketscreener.com/quote/stock/VERISILICON-MICROELECTRON-119082812/finances/,2026-09-03
verisilicon,2027,December,CNY,538.8,Million,1128,1302,Million,-1582,Million,525915,1.111,published diluted share count,https://www.marketscreener.com/quote/stock/VERISILICON-MICROELECTRON-119082812/finances/,2026-09-03
verisilicon,2028,December,CNY,1278,Million,1836,1804,Million,-2670,Million,525915,2.431,published diluted share count,https://www.marketscreener.com/quote/stock/VERISILICON-MICROELECTRON-119082812/finances/,2026-09-03
omnivision,2024,December,CNY,3323,Million,4503,3551,Million,-451,Million,1198807,2.77,published diluted share count,https://www.marketscreener.com/quote/stock/OMNIVISION-INTEGRATED-CIR-42589654/finances/,2026-09-03
omnivision,2025,December,CNY,4045,Million,5867,1795,Million,-3119,Million,1251553,3.36,published diluted share count,https://www.marketscreener.com/quote/stock/OMNIVISION-INTEGRATED-CIR-42589654/finances/,2026-09-03
omnivision,2026,December,CNY,3644,Million,5338,4600,Million,-11156,Million,1246788,2.926,published diluted share count,https://www.marketscreener.com/quote/stock/OMNIVISION-INTEGRATED-CIR-42589654/finances/,2026-09-03
omnivision,2027,December,CNY,5293,Million,6905,3237,Million,-13709,Million,1246788,4.215,published diluted share count,https://www.marketscreener.com/quote/stock/OMNIVISION-INTEGRATED-CIR-42589654/finances/,2026-09-03
omnivision,2028,December,CNY,6306,Million,8101,4198,Million,-17198,Million,1246788,5.022,published diluted share count,https://www.marketscreener.com/quote/stock/OMNIVISION-INTEGRATED-CIR-42589654/finances/,2026-09-03
hanmi,2024,December,KRW,152.6,Billion,265.2,87827,Million,-103,Billion,95757,1584,published diluted share count,https://www.marketscreener.com/quote/stock/HANMI-SEMICONDUCTOR-CO-LT-6497901/finances/,2026-09-03
hanmi,2025,December,KRW,214.4,Billion,262.9,154006,Million,-276,Billion,94853,2248,published diluted share count,https://www.marketscreener.com/quote/stock/HANMI-SEMICONDUCTOR-CO-LT-6497901/finances/,2026-09-03
hanmi,2026,December,KRW,314,Billion,384.5,116184,Million,-126,Billion,94853,3306,published diluted share count,https://www.marketscreener.com/quote/stock/HANMI-SEMICONDUCTOR-CO-LT-6497901/finances/,2026-09-03
hanmi,2027,December,KRW,496.6,Billion,636.2,330687,Million,-524,Billion,94853,5230,published diluted share count,https://www.marketscreener.com/quote/stock/HANMI-SEMICONDUCTOR-CO-LT-6497901/finances/,2026-09-03
hanmi,2028,December,KRW,534.2,Billion,743,472401,Million,-765,Billion,94853,6157,published diluted share count,https://www.marketscreener.com/quote/stock/HANMI-SEMICONDUCTOR-CO-LT-6497901/finances/,2026-09-03
globalwafers,2024,December,TWD,9846,Million,22188,-32898,Million,26146,Million,478114,21.06,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBALWAFERS-CO-LTD-24203328/finances/,2026-09-03
globalwafers,2025,December,TWD,7312,Million,17585,-20667,Million,54770,Million,478114,15.26,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBALWAFERS-CO-LTD-24203328/finances/,2026-09-03
globalwafers,2026,December,TWD,9987,Million,19668,1941,Million,47644,Million,478114,20.88,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBALWAFERS-CO-LTD-24203328/finances/,2026-09-03
globalwafers,2027,December,TWD,15819,Million,32449,13699,Million,34957,Million,478114,32.9,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBALWAFERS-CO-LTD-24203328/finances/,2026-09-03
globalwafers,2028,December,TWD,28008,Million,48364,29378,Million,21962,Million,478114,57.84,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBALWAFERS-CO-LTD-24203328/finances/,2026-09-03
tongfu,2024,December,CNY,677.6,Million,4549,-629.2,Million,10398,Million,1517597,0.45,published diluted share count,https://www.marketscreener.com/quote/stock/TONGFU-MICROELECTRONICS-C-6517202/finances/,2026-09-03
tongfu,2025,December,CNY,1219,Million,5242,801.8,Million,13357,Million,1517597,0.8,published diluted share count,https://www.marketscreener.com/quote/stock/TONGFU-MICROELECTRONICS-C-6517202/finances/,2026-09-03
tongfu,2026,December,CNY,1570,Million,6755,,Million,12167,Million,1517597,1.048,published diluted share count,https://www.marketscreener.com/quote/stock/TONGFU-MICROELECTRONICS-C-6517202/finances/,2026-09-03
tongfu,2027,December,CNY,1916,Million,7393,,Million,8864,Million,1517597,1.244,published diluted share count,https://www.marketscreener.com/quote/stock/TONGFU-MICROELECTRONICS-C-6517202/finances/,2026-09-03
tongfu,2028,December,CNY,2244,Million,8151,,Million,5333,Million,1517597,1.492,published diluted share count,https://www.marketscreener.com/quote/stock/TONGFU-MICROELECTRONICS-C-6517202/finances/,2026-09-03
techwinsemi,2024,December,CNY,350.6,Million,552.8,-1550,Million,,,208240,1.679,published diluted share count,https://www.marketscreener.com/quote/stock/SHENZHEN-TECHWINSEMI-TECH-147113270/finances/,2026-09-03
techwinsemi,2025,December,CNY,688.3,Million,,-3150,Million,,,226846,3.03,published diluted share count,https://www.marketscreener.com/quote/stock/SHENZHEN-TECHWINSEMI-TECH-147113270/finances/,2026-09-03
techwinsemi,2026,December,CNY,,Million,,,Million,,,317580,,published diluted share count,https://www.marketscreener.com/quote/stock/SHENZHEN-TECHWINSEMI-TECH-147113270/finances/,2026-09-03
techwinsemi,2027,December,CNY,,Million,,,Million,,,317580,,published diluted share count,https://www.marketscreener.com/quote/stock/SHENZHEN-TECHWINSEMI-TECH-147113270/finances/,2026-09-03
techwinsemi,2028,December,CNY,,Million,,,Million,,,317580,,published diluted share count,https://www.marketscreener.com/quote/stock/SHENZHEN-TECHWINSEMI-TECH-147113270/finances/,2026-09-03
kinsus,2024,December,TWD,48.89,Million,7228,-2703,Million,1831,Million,456659,0.11,published diluted share count,https://www.marketscreener.com/quote/stock/KINSUS-INTERCONNECT-TECHN-6497761/finances/,2026-09-03
kinsus,2025,December,TWD,1596,Million,9914,1976,Million,-675,Million,456813,3.49,published diluted share count,https://www.marketscreener.com/quote/stock/KINSUS-INTERCONNECT-TECHN-6497761/finances/,2026-09-03
kinsus,2026,December,TWD,5396,Million,14908,8216,Million,1333,Million,526910,10.59,published diluted share count,https://www.marketscreener.com/quote/stock/KINSUS-INTERCONNECT-TECHN-6497761/finances/,2026-09-03
kinsus,2027,December,TWD,12915,Million,25999,11606,Million,271,Million,526910,24.71,published diluted share count,https://www.marketscreener.com/quote/stock/KINSUS-INTERCONNECT-TECHN-6497761/finances/,2026-09-03
kinsus,2028,December,TWD,28556,Million,40288,38365,Million,-7664,Million,526910,44.95,published diluted share count,https://www.marketscreener.com/quote/stock/KINSUS-INTERCONNECT-TECHN-6497761/finances/,2026-09-03

